file_name,index,fake_or_true,feeling
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2478.txt,2478,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2479.txt,2479,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\248.txt,248,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2480.txt,2480,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2481.txt,2481,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2482.txt,2482,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2483.txt,2483,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2484.txt,2484,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2485.txt,2485,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2486.txt,2486,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2487.txt,2487,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2488.txt,2488,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2489.txt,2489,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\249.txt,249,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2490.txt,2490,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2491.txt,2491,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2492.txt,2492,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2493.txt,2493,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2494.txt,2494,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2495.txt,2495,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2496.txt,2496,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2497.txt,2497,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2498.txt,2498,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2499.txt,2499,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\25.txt,25,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\250.txt,250,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2500.txt,2500,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2501.txt,2501,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2502.txt,2502,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2503.txt,2503,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2504.txt,2504,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2505.txt,2505,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2506.txt,2506,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2507.txt,2507,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2508.txt,2508,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2509.txt,2509,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\251.txt,251,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2510.txt,2510,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2511.txt,2511,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2512.txt,2512,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2513.txt,2513,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2514.txt,2514,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2515.txt,2515,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2516.txt,2516,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2517.txt,2517,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2518.txt,2518,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2519.txt,2519,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\252.txt,252,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2520.txt,2520,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2521.txt,2521,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2522.txt,2522,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2523.txt,2523,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2524.txt,2524,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2525.txt,2525,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2526.txt,2526,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2527.txt,2527,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2528.txt,2528,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2529.txt,2529,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\253.txt,253,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2530.txt,2530,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2531.txt,2531,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2532.txt,2532,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2533.txt,2533,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2534.txt,2534,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2535.txt,2535,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2536.txt,2536,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2537.txt,2537,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2538.txt,2538,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2539.txt,2539,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\254.txt,254,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2540.txt,2540,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2541.txt,2541,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2542.txt,2542,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2543.txt,2543,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2544.txt,2544,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2545.txt,2545,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2546.txt,2546,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2547.txt,2547,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2548.txt,2548,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2549.txt,2549,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\255.txt,255,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2550.txt,2550,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2551.txt,2551,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2552.txt,2552,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2553.txt,2553,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2554.txt,2554,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2555.txt,2555,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2556.txt,2556,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2557.txt,2557,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2558.txt,2558,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2559.txt,2559,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\256.txt,256,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2560.txt,2560,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2561.txt,2561,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2562.txt,2562,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2563.txt,2563,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2564.txt,2564,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2565.txt,2565,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2566.txt,2566,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2567.txt,2567,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2568.txt,2568,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2569.txt,2569,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\257.txt,257,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2570.txt,2570,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2571.txt,2571,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2572.txt,2572,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2573.txt,2573,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2574.txt,2574,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2575.txt,2575,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2576.txt,2576,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2577.txt,2577,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2578.txt,2578,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2579.txt,2579,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\258.txt,258,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2580.txt,2580,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2581.txt,2581,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2582.txt,2582,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2583.txt,2583,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2584.txt,2584,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2585.txt,2585,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2586.txt,2586,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2587.txt,2587,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2588.txt,2588,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2589.txt,2589,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\259.txt,259,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2590.txt,2590,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2591.txt,2591,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2592.txt,2592,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2593.txt,2593,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2594.txt,2594,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2595.txt,2595,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2596.txt,2596,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2597.txt,2597,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2598.txt,2598,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2599.txt,2599,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\26.txt,26,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\260.txt,260,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2600.txt,2600,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2601.txt,2601,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2602.txt,2602,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2603.txt,2603,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2604.txt,2604,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2605.txt,2605,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2606.txt,2606,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2607.txt,2607,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2608.txt,2608,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2609.txt,2609,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\261.txt,261,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2610.txt,2610,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2611.txt,2611,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2612.txt,2612,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2613.txt,2613,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2614.txt,2614,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2615.txt,2615,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2616.txt,2616,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2617.txt,2617,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2618.txt,2618,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2619.txt,2619,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\262.txt,262,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2620.txt,2620,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2621.txt,2621,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2622.txt,2622,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2623.txt,2623,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2624.txt,2624,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2625.txt,2625,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2626.txt,2626,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2627.txt,2627,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2628.txt,2628,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2629.txt,2629,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\263.txt,263,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2630.txt,2630,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2631.txt,2631,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2632.txt,2632,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2633.txt,2633,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2634.txt,2634,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2635.txt,2635,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2636.txt,2636,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2637.txt,2637,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2638.txt,2638,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2639.txt,2639,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\264.txt,264,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2640.txt,2640,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2641.txt,2641,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2642.txt,2642,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2643.txt,2643,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2644.txt,2644,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2645.txt,2645,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2646.txt,2646,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2647.txt,2647,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2648.txt,2648,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2649.txt,2649,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\265.txt,265,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2650.txt,2650,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2651.txt,2651,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2652.txt,2652,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2653.txt,2653,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2654.txt,2654,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2655.txt,2655,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2656.txt,2656,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2657.txt,2657,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2658.txt,2658,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2659.txt,2659,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\266.txt,266,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2660.txt,2660,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2661.txt,2661,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2662.txt,2662,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2663.txt,2663,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2664.txt,2664,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2665.txt,2665,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2666.txt,2666,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2667.txt,2667,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2668.txt,2668,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2669.txt,2669,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\267.txt,267,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2670.txt,2670,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2671.txt,2671,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2672.txt,2672,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2673.txt,2673,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2674.txt,2674,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2675.txt,2675,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2676.txt,2676,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2677.txt,2677,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2678.txt,2678,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2679.txt,2679,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\268.txt,268,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2680.txt,2680,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2681.txt,2681,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2682.txt,2682,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2683.txt,2683,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2684.txt,2684,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2685.txt,2685,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2686.txt,2686,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2687.txt,2687,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2688.txt,2688,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2689.txt,2689,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\269.txt,269,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2690.txt,2690,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2691.txt,2691,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2692.txt,2692,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2693.txt,2693,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2694.txt,2694,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2695.txt,2695,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2696.txt,2696,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2697.txt,2697,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2698.txt,2698,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2699.txt,2699,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\27.txt,27,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\270.txt,270,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2700.txt,2700,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2701.txt,2701,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2702.txt,2702,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2703.txt,2703,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2704.txt,2704,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2705.txt,2705,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2706.txt,2706,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2707.txt,2707,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2708.txt,2708,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2709.txt,2709,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\271.txt,271,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2710.txt,2710,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2711.txt,2711,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2712.txt,2712,Fake,1
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2713.txt,2713,Fake,0
E:\Documentos Local\GitHub\tcc\Microsservices\MainProgram\.\db\fake\2714.txt,2714,Fake,1
