index,nr_links,verbos,substantivos,adverbios,pronomes,artigos,adjetivo,numerais,preposicoes,conjuncoes,interjeicoes,verbos_modais,n_palvaras,prop_palavras_erradas,n_camel_case,n_upper_case,n_pronome_1,n_pronome_1_plural,n_pronome_2,n_characteres,avg_sentence,avg_word_length
2364,0,40,96,9,12,40,13,1,37,17,0,0,273,0.08791208791208792,29,9,1,0,2,1660,21.153846153846153,4.853479853479853
2365,0,13,25,10,0,12,5,6,11,2,0,0,91,0.06593406593406594,7,6,0,0,0,515,9.1,4.351648351648351
2366,0,23,43,8,4,14,3,2,20,5,0,0,123,0.056451612903225805,8,3,0,0,0,715,17.857142857142858,4.5528455284552845
2367,0,20,52,8,4,25,2,12,23,6,0,0,154,0.03896103896103896,13,12,0,0,0,866,17.11111111111111,4.3441558441558445
2368,0,18,57,7,4,25,2,5,26,5,0,1,152,0.0392156862745098,10,6,0,0,1,843,17.22222222222222,4.309210526315789
2369,0,64,141,19,7,71,22,15,80,27,1,2,471,0.06157112526539278,24,12,0,0,0,2875,24.842105263157894,4.898089171974522
237,0,37,49,5,14,25,9,2,13,9,0,0,164,0.07317073170731707,13,3,1,0,2,1018,20.5,4.926829268292683
2370,0,24,47,6,4,19,9,2,17,4,0,0,131,0.030534351145038167,4,5,0,0,0,826,16.375,4.969465648854962
2371,0,30,51,13,8,23,3,3,21,11,0,1,171,0.03508771929824561,13,9,0,0,3,1050,9.555555555555555,4.894736842105263
2372,0,21,54,5,8,19,6,8,25,4,0,0,154,0.045454545454545456,4,1,0,0,1,966,17.333333333333332,5.090909090909091
2373,0,13,38,3,2,11,2,1,13,1,0,0,89,0.0449438202247191,9,1,0,0,1,558,12.714285714285714,5.067415730337078
2374,0,25,52,4,9,20,12,2,24,12,0,0,166,0.018072289156626505,11,9,1,0,2,970,24.0,4.626506024096385
2375,0,20,67,3,4,12,8,0,26,7,0,0,151,0.1456953642384106,19,3,1,1,0,1010,18.875,5.496688741721854
2376,0,11,48,4,1,13,3,0,22,5,0,0,116,0.034482758620689655,11,3,0,0,0,742,12.88888888888889,5.155172413793103
2377,0,17,41,3,2,14,2,0,26,5,0,1,111,0.05405405405405406,9,3,0,0,0,675,19.166666666666668,4.8108108108108105
2378,0,11,39,4,3,18,5,1,11,5,0,0,97,0.030927835051546393,15,6,0,1,0,625,16.333333333333332,5.195876288659794
2379,0,12,50,1,1,12,7,0,16,3,0,0,101,0.019801980198019802,14,4,0,0,1,678,20.8,5.366336633663367
238,0,32,72,14,10,27,17,0,31,13,0,2,214,0.08411214953271028,5,1,0,0,0,1419,42.8,5.383177570093458
2380,0,24,60,5,3,23,5,0,30,5,0,0,158,0.0379746835443038,13,6,0,0,0,982,19.75,5.063291139240507
2381,0,75,107,30,14,46,15,8,62,22,0,3,385,0.05194805194805195,23,8,1,1,6,2332,14.0,4.768831168831169
2382,0,23,58,23,10,26,11,1,24,2,0,2,185,0.06486486486486487,10,3,0,1,0,1159,15.5,4.994594594594594
2383,0,14,50,3,2,19,7,0,12,2,0,0,105,0.06666666666666667,11,1,0,0,2,685,21.0,5.2
2384,0,29,83,6,2,24,13,1,28,10,0,0,195,0.05641025641025641,14,10,0,0,0,1283,28.0,5.328205128205128
2385,0,22,38,10,7,12,5,5,19,6,0,0,134,0.08955223880597014,13,4,0,1,3,880,19.142857142857142,5.365671641791045
2386,0,27,49,3,1,24,14,2,19,7,0,0,151,0.052980132450331126,11,4,0,0,0,917,16.77777777777778,4.900662251655629
2387,0,20,59,6,2,17,5,7,28,4,0,1,161,0.06832298136645963,21,6,0,1,0,1025,16.1,5.062111801242236
2388,0,40,90,13,7,38,12,2,32,12,0,1,253,0.05533596837944664,28,7,0,0,1,1548,19.46153846153846,4.909090909090909
2389,0,35,77,12,14,25,10,5,27,8,0,1,223,0.1031390134529148,14,8,5,0,1,1353,11.2,4.753363228699552
239,0,20,25,7,5,14,9,0,12,8,0,0,105,0.047619047619047616,8,4,0,0,2,676,21.0,5.247619047619048
2390,0,37,69,10,12,34,12,5,39,9,0,1,242,0.024793388429752067,14,6,0,0,2,1452,26.88888888888889,4.8347107438016526
2391,0,35,73,11,7,28,11,1,32,9,0,0,216,0.05092592592592592,25,6,0,0,4,1315,19.727272727272727,4.8657407407407405
2392,0,28,49,11,3,19,6,4,21,8,0,0,151,0.019867549668874173,13,3,0,0,0,949,13.727272727272727,5.0198675496688745
2393,0,17,36,4,3,14,4,2,15,3,0,0,102,0.0392156862745098,7,1,0,0,0,643,14.571428571428571,5.186274509803922
2394,0,28,64,6,9,26,2,3,24,3,0,0,170,0.07647058823529412,17,6,0,0,2,996,17.3,4.588235294117647
2395,0,134,346,50,28,139,53,14,117,38,0,7,933,0.060767590618336885,87,31,1,3,5,5847,22.023255813953487,4.947481243301179
2396,0,47,108,21,8,47,17,6,54,14,0,1,332,0.07207207207207207,28,12,0,0,1,2064,23.857142857142858,5.02710843373494
2397,0,31,79,9,5,29,6,6,36,12,0,0,222,0.05405405405405406,23,12,0,0,1,1315,22.5,4.671171171171171
2398,0,32,76,10,9,21,9,3,33,5,0,1,202,0.08823529411764706,26,13,0,0,2,1235,20.4,4.910891089108911
2399,0,36,130,6,6,47,20,0,48,12,0,1,306,0.05228758169934641,31,20,0,0,0,1997,25.833333333333332,5.3202614379084965
24,0,377,572,172,142,320,153,45,299,116,1,20,2284,0.026223776223776224,109,49,6,9,18,13332,16.46043165467626,4.645359019264449
240,0,16,29,9,3,13,7,0,9,4,0,3,94,0.031914893617021274,9,2,0,0,0,603,31.333333333333332,5.223404255319149
2400,0,28,53,10,8,32,12,6,29,10,0,1,199,0.04020100502512563,14,6,0,0,0,1191,16.833333333333332,4.738693467336684
2401,0,56,112,21,21,46,11,5,42,23,4,4,344,0.04941860465116279,18,7,0,0,8,2072,18.31578947368421,4.773255813953488
2402,0,33,53,9,12,21,9,3,24,6,0,1,174,0.034482758620689655,10,5,2,0,2,1042,11.733333333333333,4.741379310344827
2403,0,28,64,13,5,26,9,6,30,5,0,2,203,0.04926108374384237,19,15,0,0,1,1241,14.857142857142858,4.832512315270936
2404,0,23,73,1,1,15,12,3,22,8,0,0,157,0.1464968152866242,15,8,0,0,0,1051,20.25,5.343949044585988
2405,0,21,48,4,0,20,8,1,11,6,0,2,123,0.06504065040650407,18,8,0,0,0,773,10.25,4.967479674796748
2406,0,27,42,12,19,16,4,3,27,12,0,2,166,0.03614457831325301,9,0,2,0,3,939,21.125,4.391566265060241
2407,0,25,64,14,5,17,11,1,24,14,0,0,180,0.044444444444444446,20,7,0,0,1,1097,18.0,4.888888888888889
2408,0,16,31,3,6,10,4,2,13,6,0,0,95,0.042105263157894736,6,2,0,1,2,586,19.0,4.936842105263158
2409,0,15,60,2,0,19,5,2,19,6,0,0,134,0.11194029850746269,21,3,0,0,0,882,15.0,5.3283582089552235
241,0,14,30,5,4,10,10,4,17,4,0,1,100,0.07,6,4,0,0,1,691,16.666666666666668,5.66
2410,0,33,91,21,8,38,11,5,46,9,0,1,269,0.04814814814814815,22,10,0,0,0,1688,15.055555555555555,4.95910780669145
2411,0,33,62,7,9,29,3,3,28,7,0,2,182,0.054945054945054944,15,12,0,0,1,1088,22.875,4.730769230769231
2412,0,28,57,8,9,18,6,2,30,4,0,0,166,0.03614457831325301,14,1,0,0,2,1056,21.0,5.078313253012048
2413,0,24,56,10,6,25,6,0,24,5,0,0,160,0.05625,9,3,0,0,1,993,16.3,4.95625
2414,0,18,30,3,4,11,5,1,10,4,0,0,89,0.05555555555555555,11,3,0,0,0,552,23.0,4.775280898876405
2415,0,28,48,11,15,22,4,0,24,7,0,0,162,0.05555555555555555,7,4,0,1,1,964,11.857142857142858,4.697530864197531
2416,0,36,74,12,4,27,5,2,30,10,0,0,211,0.03773584905660377,14,4,0,1,1,1267,26.5,4.800947867298579
2417,0,25,49,10,6,12,13,5,29,7,0,0,156,0.08860759493670886,10,2,0,0,1,1013,26.333333333333332,5.17948717948718
2418,0,24,62,9,7,21,11,3,24,6,0,0,170,0.047058823529411764,15,3,0,1,1,1091,17.2,5.117647058823529
2419,0,17,44,4,1,11,11,1,17,7,0,0,117,0.05982905982905983,7,3,0,0,1,787,17.0,5.427350427350428
242,0,15,26,2,0,16,9,0,9,2,0,2,80,0.0625,5,1,0,0,0,509,20.0,5.1875
2420,0,26,57,9,6,16,10,1,17,10,0,0,157,0.04430379746835443,13,3,1,0,0,998,16.0,5.1210191082802545
2421,0,43,85,12,10,31,20,2,35,9,0,1,256,0.05058365758754864,17,4,1,0,1,1676,29.0,5.23828125
2422,0,29,54,14,9,21,14,2,25,9,0,1,180,0.05555555555555555,7,4,0,0,3,1120,20.0,4.9944444444444445
2423,0,18,32,2,2,15,5,2,14,5,0,0,100,0.0,7,4,0,0,1,607,17.0,4.82
2424,0,26,48,6,6,15,9,2,6,4,0,4,122,0.03278688524590164,9,5,0,1,0,762,9.76923076923077,4.713114754098361
2425,0,46,83,14,15,40,14,3,34,8,0,3,274,0.021897810218978103,16,9,0,0,3,1594,13.85,4.543795620437956
2426,0,44,96,12,2,42,14,6,50,16,0,1,296,0.07094594594594594,19,10,0,0,0,1830,24.75,5.003378378378378
2427,0,2,6,0,0,1,0,0,2,0,0,0,12,0.16666666666666666,1,0,0,0,0,81,6.5,5.5
2428,0,13,28,4,3,11,3,0,12,2,0,0,76,0.02631578947368421,8,3,0,0,0,442,10.857142857142858,4.578947368421052
2429,0,20,31,6,3,12,6,2,6,4,0,1,93,0.053763440860215055,6,1,0,0,1,633,13.428571428571429,5.548387096774194
243,0,31,43,8,8,19,3,0,14,15,0,2,146,0.03424657534246575,14,2,0,0,1,910,20.857142857142858,4.986301369863014
2430,0,16,37,4,3,18,3,1,16,5,0,0,107,0.009345794392523364,5,8,0,0,0,596,15.285714285714286,4.429906542056075
2431,0,20,52,8,3,19,8,3,19,4,0,0,141,0.06382978723404255,14,5,0,0,0,876,23.5,5.00709219858156
2432,0,17,36,9,7,18,4,1,15,3,0,0,113,0.04424778761061947,8,2,0,0,3,749,19.0,5.247787610619469
2433,0,14,28,6,1,16,5,4,15,2,0,1,95,0.031578947368421054,7,1,0,0,0,611,13.857142857142858,5.157894736842105
2434,0,25,55,7,6,16,8,2,21,10,0,0,157,0.050955414012738856,9,9,0,0,0,1011,15.8,5.191082802547771
2435,0,25,48,13,9,12,11,0,23,6,0,0,146,0.0547945205479452,10,1,1,1,1,989,21.285714285714285,5.390410958904109
2436,0,34,56,9,3,17,16,2,27,13,0,1,190,0.05789473684210526,11,7,0,0,1,1221,14.692307692307692,5.184210526315789
2437,0,19,46,7,5,24,10,1,11,7,0,0,132,0.045454545454545456,10,5,0,0,1,793,17.125,4.659090909090909
2438,0,7,56,3,2,12,3,3,16,3,0,0,108,0.1574074074074074,21,8,0,0,0,703,18.166666666666668,5.111111111111111
2439,0,13,27,5,2,7,6,3,12,3,0,0,86,0.023255813953488372,5,1,0,0,0,588,12.285714285714286,5.651162790697675
244,0,11,30,2,4,8,5,6,22,2,0,0,92,0.09782608695652174,8,8,1,0,0,556,23.0,4.760869565217392
2440,0,22,31,3,2,18,1,3,11,6,3,0,106,0.018867924528301886,8,1,1,0,1,625,17.833333333333332,4.613207547169812
2441,0,20,33,12,8,11,3,0,9,10,0,0,109,0.03669724770642202,9,7,1,0,3,637,18.333333333333332,4.541284403669724
2442,0,22,45,8,3,18,10,1,21,7,0,0,140,0.07857142857142857,14,1,0,0,0,857,23.666666666666668,4.864285714285714
2443,0,23,53,4,3,24,12,17,23,14,0,2,187,0.03208556149732621,15,7,0,0,0,1128,23.625,4.748663101604278
2444,0,26,55,5,5,23,0,3,25,8,0,0,154,0.05844155844155844,11,6,0,0,2,942,12.076923076923077,4.8441558441558445
2445,0,18,27,3,0,17,2,1,14,7,0,0,96,0.07291666666666667,7,4,0,0,0,574,13.714285714285714,4.802083333333333
2446,0,14,44,3,3,16,6,6,24,5,0,1,129,0.05384615384615385,8,4,0,0,0,789,18.571428571428573,4.8604651162790695
2447,0,4,7,0,1,0,0,0,4,1,0,0,17,0.11764705882352941,2,0,0,0,0,115,6.0,5.411764705882353
2448,0,18,63,3,2,14,6,6,34,8,0,0,157,0.08917197452229299,17,3,0,0,1,950,22.428571428571427,4.828025477707007
2449,0,24,39,5,5,16,4,2,13,10,2,0,120,0.058333333333333334,11,3,1,0,3,721,12.4,4.6
245,0,30,46,9,10,24,7,0,19,5,0,0,156,0.05128205128205128,4,2,0,0,0,957,31.2,4.923076923076923
2450,0,26,32,10,7,13,13,4,17,8,0,2,132,0.022727272727272728,7,4,1,0,1,814,16.75,4.863636363636363
2451,0,21,40,2,6,14,6,1,13,5,0,0,115,0.034782608695652174,11,3,0,0,0,721,19.166666666666668,5.052173913043478
2452,0,14,21,3,3,9,1,2,9,2,0,0,66,0.045454545454545456,5,3,0,0,1,388,13.4,4.621212121212121
2453,0,23,62,7,6,25,10,3,20,8,0,1,171,0.08187134502923976,17,7,0,0,0,1117,17.1,5.292397660818714
2454,0,9,15,3,3,5,2,0,4,1,0,0,43,0.06976744186046512,4,2,0,0,0,255,14.333333333333334,4.790697674418604
2455,0,18,82,7,6,17,9,12,32,6,0,0,194,0.07731958762886598,14,6,0,0,0,1192,28.0,4.855670103092783
2456,0,27,61,8,4,22,3,6,25,7,0,2,173,0.06358381502890173,19,10,0,0,0,1043,15.909090909090908,4.803468208092486
2457,0,19,45,8,3,13,3,12,22,5,0,0,139,0.07142857142857142,17,7,0,0,1,830,14.1,4.733812949640288
2458,0,14,34,3,0,17,2,0,7,4,0,0,81,0.06172839506172839,10,7,0,0,0,575,11.714285714285714,5.827160493827161
2459,0,27,73,5,3,24,12,1,32,13,0,0,193,0.046632124352331605,18,9,0,0,1,1256,19.6,5.300518134715026
246,0,16,25,9,5,11,6,0,18,8,0,0,97,0.05154639175257732,5,2,0,0,2,576,24.25,4.711340206185567
2460,0,17,37,5,4,13,3,1,15,3,0,0,102,0.0784313725490196,9,5,0,0,0,618,12.75,4.833333333333333
2461,0,10,31,3,0,8,2,1,13,2,0,0,75,0.08,7,3,0,0,0,441,10.714285714285714,4.746666666666667
2462,0,12,55,1,1,13,4,0,16,7,0,2,112,0.08035714285714286,14,6,0,0,0,639,18.666666666666668,4.517857142857143
2463,0,43,70,11,7,37,18,6,33,11,0,4,248,0.028225806451612902,11,14,0,1,2,1431,16.733333333333334,4.528225806451613
2464,0,21,45,7,1,16,5,3,15,6,0,0,127,0.047244094488188976,13,4,0,0,1,807,12.9,5.110236220472441
2465,0,10,36,7,2,12,5,1,14,3,0,0,92,0.010869565217391304,9,1,0,1,0,519,15.5,4.369565217391305
2466,0,41,120,14,10,40,19,7,56,12,0,1,320,0.052795031055900624,27,17,1,2,2,2011,17.0,5.05
2467,0,31,52,9,2,23,10,1,17,4,0,0,153,0.0718954248366013,10,9,0,0,0,961,17.22222222222222,5.03921568627451
2468,0,32,70,10,2,34,12,5,30,11,0,2,218,0.04128440366972477,22,8,0,0,1,1413,24.22222222222222,5.275229357798165
2469,0,24,76,9,7,22,10,12,31,5,0,0,204,0.04411764705882353,23,7,0,2,4,1252,14.642857142857142,4.897058823529412
247,0,26,60,5,6,22,8,1,26,2,0,0,154,0.07142857142857142,20,42,1,0,0,975,25.666666666666668,5.097402597402597
2470,0,14,51,2,3,18,9,3,17,2,0,0,122,0.08196721311475409,11,5,0,0,0,804,17.571428571428573,5.344262295081967
2471,0,25,72,6,4,25,7,4,27,10,0,0,184,0.043478260869565216,22,7,0,0,0,1167,23.125,5.092391304347826
2472,0,21,38,5,6,10,3,3,14,8,0,1,115,0.06956521739130435,10,6,0,0,2,716,16.428571428571427,4.930434782608696
2473,0,20,48,3,4,19,10,5,25,8,0,0,148,0.033783783783783786,6,5,0,2,0,902,13.454545454545455,4.9391891891891895
2474,0,56,102,23,23,42,10,7,43,18,0,1,335,0.03283582089552239,19,7,1,0,12,1945,14.083333333333334,4.543283582089552
2475,0,27,80,21,12,26,16,1,25,14,0,4,222,0.04504504504504504,22,64,4,0,2,1328,22.5,4.626126126126126
2476,0,16,46,4,2,13,4,2,18,3,0,0,113,0.05309734513274336,13,5,0,0,0,654,14.125,4.557522123893805
2477,0,28,24,8,13,10,2,5,15,6,0,0,115,0.02608695652173913,4,1,4,0,1,654,14.5,4.408695652173913
2478,0,69,78,30,28,31,15,3,36,19,0,5,323,0.058823529411764705,19,4,1,0,8,1996,15.666666666666666,4.934984520123839
2479,0,16,47,2,3,16,2,4,20,5,0,0,120,0.025,14,14,1,1,0,700,15.125,4.633333333333334
248,0,17,75,9,5,27,9,1,30,8,0,1,183,0.09836065573770492,21,4,0,0,0,1174,26.142857142857142,5.158469945355192
2480,0,21,31,6,8,10,2,1,16,6,0,0,102,0.0784313725490196,5,1,0,0,0,641,17.833333333333332,4.813725490196078
2481,0,31,85,6,6,22,5,5,40,4,0,0,206,0.05314009661835749,23,3,0,0,0,1266,18.90909090909091,4.91747572815534
2482,0,36,110,11,8,35,15,7,53,13,0,0,304,0.08223684210526316,31,11,0,0,1,1836,27.727272727272727,4.828947368421052
2483,0,10,30,5,1,10,3,1,10,3,0,0,74,0.08108108108108109,9,3,0,0,0,448,7.4,4.77027027027027
2484,0,36,83,6,9,29,18,2,31,12,0,1,232,0.04741379310344827,18,5,0,0,2,1431,19.5,4.952586206896552
2485,0,33,46,8,6,13,11,1,6,10,0,1,132,0.05303030303030303,10,2,1,0,1,795,9.2,4.606060606060606
2486,0,21,49,7,10,13,5,0,12,6,0,2,128,0.046875,13,2,1,2,0,728,21.833333333333332,4.390625
2487,0,47,94,8,9,32,16,3,39,21,0,2,285,0.042105263157894736,19,12,0,0,2,1836,31.666666666666668,5.175438596491228
2488,0,50,85,15,16,35,13,2,29,12,0,0,265,0.04905660377358491,28,13,0,0,3,1626,20.692307692307693,4.871698113207547
2489,0,21,44,6,2,17,0,0,20,7,0,0,119,0.04201680672268908,13,4,0,0,0,673,17.0,4.495798319327731
249,0,21,60,10,9,23,9,4,28,6,0,1,168,0.07142857142857142,14,3,0,0,1,1084,24.142857142857142,5.220238095238095
2490,0,35,60,6,13,20,10,0,16,10,0,4,162,0.08024691358024691,13,3,3,2,2,993,15.0,4.679012345679013
2491,0,22,86,3,2,24,8,4,44,5,0,2,202,0.11386138613861387,28,11,0,0,0,1315,20.4,5.242574257425742
2492,0,53,121,11,12,43,8,2,38,14,0,5,309,0.06796116504854369,36,13,1,0,1,1891,15.5,4.880258899676376
2493,0,24,48,9,7,22,8,1,18,10,0,0,159,0.05660377358490566,10,4,0,1,1,1044,16.0,5.289308176100629
2494,0,36,76,5,17,25,9,2,23,18,0,0,212,0.0660377358490566,25,13,7,0,2,1320,26.5,4.9575471698113205
2495,0,45,45,14,11,23,5,1,8,14,0,0,169,0.023668639053254437,4,3,3,0,3,951,12.285714285714286,4.313609467455621
2496,0,15,44,6,6,13,7,12,19,2,0,2,133,0.05263157894736842,17,13,0,1,0,755,12.090909090909092,4.398496240601504
2497,0,22,42,11,6,16,5,7,20,3,0,0,141,0.04964539007092199,13,10,0,0,1,804,11.75,4.539007092198582
2498,0,23,82,10,4,22,9,2,27,5,0,1,189,0.06878306878306878,26,7,0,0,2,1172,13.5,5.01058201058201
2499,0,3,6,0,0,1,2,0,2,1,0,0,15,0.06666666666666667,3,1,0,0,0,107,5.333333333333333,5.866666666666666
25,0,30,82,8,7,18,5,4,32,6,0,0,194,0.07142857142857142,18,5,0,0,2,1305,13.133333333333333,5.412371134020619
250,0,15,26,8,1,13,5,2,11,1,0,1,81,0.07407407407407407,8,0,0,0,0,514,13.5,5.074074074074074
2500,0,42,78,10,10,34,8,2,32,6,0,3,232,0.06465517241379311,24,9,0,0,0,1442,18.0,5.008620689655173
2501,0,27,45,13,12,19,6,1,17,10,0,1,153,0.0392156862745098,14,1,1,0,4,930,15.5,4.830065359477124
2502,0,70,199,16,12,59,13,5,81,15,0,3,480,0.06041666666666667,71,26,0,0,1,2892,24.15,4.795833333333333
2503,0,34,57,5,4,22,5,1,26,8,0,4,167,0.059880239520958084,16,5,0,0,1,1012,15.181818181818182,4.874251497005988
2504,0,17,39,10,1,17,4,1,16,4,0,1,111,0.05405405405405406,5,3,0,0,1,704,15.857142857142858,5.099099099099099
2505,0,37,70,4,15,25,7,1,34,15,1,1,211,0.061611374407582936,9,1,1,0,3,1252,21.4,4.644549763033176
2506,0,21,49,5,3,12,8,1,15,7,0,0,125,0.072,16,3,0,0,0,849,15.625,5.52
2507,0,14,25,6,8,10,2,2,8,5,0,0,82,0.06097560975609756,8,2,2,0,3,478,16.6,4.524390243902439
2508,0,27,80,12,5,16,8,6,23,7,0,1,190,0.07368421052631578,24,9,0,0,2,1235,21.555555555555557,5.1947368421052635
2509,0,22,68,8,12,15,3,2,25,3,0,1,161,0.08074534161490683,22,10,1,0,0,1049,13.833333333333334,5.105590062111801
251,0,18,34,2,6,18,8,3,22,8,0,0,126,0.03968253968253968,9,2,0,0,0,731,31.5,4.634920634920635
2510,0,18,33,5,11,16,2,0,9,9,1,1,105,0.05714285714285714,5,1,2,0,1,563,17.833333333333332,4.066666666666666
2511,0,16,38,4,1,17,6,0,11,3,0,0,103,0.07766990291262135,9,5,0,0,0,713,14.857142857142858,5.572815533980583
2512,0,13,39,3,3,13,7,8,19,2,0,1,111,0.02702702702702703,8,6,0,0,1,688,13.875,4.963963963963964
2513,0,75,106,25,32,42,18,10,47,15,3,1,392,0.04081632653061224,21,9,7,0,3,2363,14.592592592592593,4.788265306122449
2514,0,23,62,9,9,18,10,0,22,6,0,2,162,0.07407407407407407,14,8,2,0,0,974,10.866666666666667,4.814814814814815
2515,0,26,58,6,4,21,7,1,23,6,0,1,154,0.03896103896103896,15,4,0,0,1,960,26.333333333333332,5.0519480519480515
2516,0,18,57,5,4,13,3,5,24,3,0,1,135,0.06666666666666667,16,3,0,0,1,787,19.428571428571427,4.644444444444445
2517,0,42,113,12,15,21,10,2,37,17,0,3,278,0.02857142857142857,37,14,5,0,1,1629,9.689655172413794,4.611510791366906
2518,0,32,44,16,8,16,8,1,10,12,0,2,152,0.06578947368421052,10,4,0,0,0,946,10.857142857142858,4.980263157894737
2519,0,27,96,4,4,31,22,9,43,11,0,1,249,0.020080321285140562,21,12,0,0,0,1623,27.77777777777778,5.285140562248996
252,0,25,46,4,17,24,5,0,17,7,0,0,145,0.08275862068965517,17,4,2,0,4,863,16.11111111111111,4.572413793103448
2520,0,11,27,4,1,9,4,0,13,5,0,0,76,0.10526315789473684,6,4,0,0,0,481,12.833333333333334,5.171052631578948
2521,0,23,44,7,6,11,7,4,21,6,0,0,136,0.058823529411764705,10,4,0,0,1,815,15.333333333333334,4.764705882352941
2522,0,17,49,4,2,16,5,1,23,6,0,0,120,0.05,11,1,0,0,0,764,17.142857142857142,5.125
2523,0,12,39,3,2,17,9,6,16,1,0,0,106,0.06542056074766354,10,6,0,0,0,648,13.375,4.830188679245283
2524,0,31,64,10,6,25,4,0,21,10,0,1,181,0.07734806629834254,18,20,0,0,0,1108,25.857142857142858,4.994475138121547
2525,0,12,60,1,4,15,4,5,24,4,0,0,133,0.08270676691729323,18,15,0,0,0,865,22.166666666666668,5.2330827067669174
2526,0,22,46,4,6,12,4,2,13,8,0,0,122,0.05737704918032787,10,6,3,0,1,726,13.666666666666666,4.713114754098361
2527,0,15,49,2,7,14,5,0,22,3,0,0,118,0.0847457627118644,17,3,0,1,2,767,16.857142857142858,5.254237288135593
2528,0,22,43,7,5,20,4,0,15,4,2,0,123,0.056910569105691054,16,6,1,0,0,771,13.88888888888889,5.016260162601626
2529,0,22,41,3,5,12,4,4,15,6,0,0,115,0.02608695652173913,9,4,0,0,1,690,23.4,4.643478260869565
253,0,31,49,13,16,17,4,2,16,6,0,2,156,0.057692307692307696,20,9,3,0,4,906,17.333333333333332,4.506410256410256
2530,0,43,62,11,12,23,10,0,31,19,0,1,215,0.03255813953488372,16,6,1,1,3,1271,13.5,4.725581395348837
2531,0,11,36,4,0,12,5,0,15,5,0,0,93,0.06451612903225806,8,0,0,0,0,622,31.0,5.526881720430108
2532,0,26,74,3,6,26,8,19,47,5,0,0,227,0.05263157894736842,23,16,0,0,0,1277,21.0,4.466960352422907
2533,0,15,32,2,7,17,4,0,16,6,0,2,107,0.06542056074766354,10,2,1,1,2,620,18.0,4.607476635514018
2534,0,24,65,6,1,18,5,0,30,9,0,1,164,0.07926829268292683,15,10,0,0,0,997,18.22222222222222,4.847560975609756
2535,0,13,35,3,4,18,3,0,17,2,0,0,96,0.03125,4,3,1,0,1,549,25.25,4.302083333333333
2536,0,28,82,18,6,30,9,11,37,5,0,1,237,0.05907172995780591,17,4,0,1,1,1465,19.833333333333332,4.957805907172996
2537,0,22,66,3,5,20,8,2,29,6,0,0,167,0.08928571428571429,20,9,0,1,0,1146,21.25,5.634730538922156
2538,0,14,64,4,3,16,10,0,22,11,0,2,150,0.06622516556291391,21,6,0,0,1,966,21.857142857142858,5.226666666666667
2539,0,15,53,4,2,14,8,9,22,7,0,0,148,0.033783783783783786,11,2,0,0,0,857,16.444444444444443,4.614864864864865
254,0,30,46,12,10,30,11,1,20,7,0,0,166,0.04216867469879518,11,3,0,1,0,1006,18.444444444444443,4.855421686746988
2540,0,15,32,6,4,11,2,2,12,4,0,0,90,0.05555555555555555,5,3,0,1,0,504,12.857142857142858,4.388888888888889
2541,0,25,109,6,6,24,9,2,50,7,0,1,239,0.100418410041841,29,12,0,0,1,1541,34.142857142857146,5.2092050209205025
2542,0,23,74,6,2,16,7,1,27,12,0,1,177,0.062146892655367235,17,4,0,0,0,1162,17.8,5.322033898305085
2543,0,29,52,9,7,17,8,0,21,9,0,0,157,0.05732484076433121,12,2,0,0,2,970,19.875,4.923566878980892
2544,0,33,42,16,12,9,12,9,12,8,0,1,158,0.06329113924050633,9,3,2,0,0,892,11.5,4.234177215189874
2545,0,24,39,15,6,8,14,1,14,13,1,2,138,0.014492753623188406,5,2,1,2,0,883,12.545454545454545,5.086956521739131
2546,0,48,127,24,10,51,13,5,59,16,0,0,366,0.04644808743169399,22,9,0,0,1,2281,18.7,4.969945355191257
2547,0,25,39,3,6,13,7,2,19,7,0,2,127,0.031496062992125984,9,1,2,0,0,769,11.818181818181818,4.771653543307087
2548,0,13,35,2,3,8,10,0,11,5,0,0,87,0.11494252873563218,7,2,0,0,0,555,14.5,5.114942528735632
2549,0,21,64,8,3,18,4,14,38,6,0,2,191,0.07329842931937172,25,14,0,0,0,1091,24.125,4.43455497382199
255,0,16,40,4,1,9,9,5,17,4,0,0,105,0.01904761904761905,12,1,0,0,0,679,35.0,5.266666666666667
2550,0,18,52,6,2,17,8,4,15,5,0,0,131,0.08396946564885496,11,7,0,0,0,825,16.625,5.015267175572519
2551,0,19,31,5,5,15,6,2,13,2,0,0,100,0.0196078431372549,10,1,2,0,1,608,14.571428571428571,4.8
2552,0,29,66,16,11,27,17,2,27,9,0,1,204,0.049019607843137254,15,5,1,0,1,1235,20.5,4.779411764705882
2553,0,30,38,8,6,16,4,0,13,6,0,2,120,0.058333333333333334,12,2,1,0,0,734,24.4,4.883333333333334
2554,0,15,51,5,2,13,4,0,17,3,0,0,113,0.061946902654867256,13,7,0,0,0,709,19.0,4.991150442477876
2555,0,48,87,7,10,30,8,9,44,20,0,3,277,0.05054151624548736,16,8,0,0,3,1634,19.857142857142858,4.729241877256317
2556,0,28,57,9,6,18,4,7,30,7,1,0,174,0.07428571428571429,15,13,1,1,0,947,15.909090909090908,4.275862068965517
2557,0,9,25,3,1,9,3,4,9,2,0,0,67,0.08955223880597014,5,5,0,0,1,434,9.571428571428571,5.134328358208955
2558,0,34,55,3,9,18,3,4,32,15,0,2,174,0.05172413793103448,13,5,0,0,1,1019,19.333333333333332,4.7298850574712645
